	id	title	addr	tel	info	image_place	image_food	url
107	226	용짜장	서울 성동구 아차산로7길 28	02-3409-5679	간짜장 곱빼기인줄 알았네요 좋아요	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA2MTNfODkg%2FMDAxNTI4ODY5ODAwMjk1.kgKRMxkurSULyEXob2TSh7BqtjQfpM1K86nYpI4dn68g.KUQMtAYeKe_6W4Cqu9faO90KzjKlI_BXvX7zv_I4AwIg.JPEG.kimjh4082%2F20180609_191511.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMDdfMjQy%2FMDAxNjcwMzUxOTM3ODQ5.6iq7ilJ6c7lot__A8eSN-naxldo-Pmj7WbbOWxFn-jwg.hF6y6uRm0pEvhSIMeXwRf5AdsX9SxLxZBivWKPlNRR4g.JPEG%2FE2C4DC5D-107F-4DA4-8E8B-E0A14BCBE009.jpeg	https://m.place.naver.com/restaurant/18789350/home
353	227	희릿	서울 성동구 왕십리로2길 34 1층	0507-1385-9793	예약은 캐치테이블 또는 전화 가능합니다:) 디너타임 주류주문 필수로 운영되며 글라스로 주문시 1인1주류 필수입니다. 대기예약이 있을 경우는 2시간 이용제한 있을 수 있습니다. 비프웰링턴은 선예약메뉴이며 평일 디너와 주말메뉴입니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA1MjZfOTMg%2FMDAxNjUzNTI0MjA1NDc3.GnPHjqhDdQLdrr4uIUjQGTQqHjqJkQ-wAJdegR8i6Lcg._D8YkR-C-kZKy3YD7jLxQEn2sGrjCG1D0tS-S2Oexm0g.JPEG.didvkektzja%2FIMG_5588.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDhfMTc4%2FMDAxNjc1ODY0MTk2NTgz.cWLwrdTugIVB-OAaHbmXXDF7StAYI41JFNZftkkjIEcg.T2sMOBVlE7jc5BwGsuLP2B7ml_OOn9Ll7Sj2MGdMdKwg.JPEG%2FFDD104CB-E9A9-4257-825E-ACDC3415AF86.jpeg	https://m.place.naver.com/restaurant/1145081092/home
434	228	신월	서울 성동구 연무장길 5-9 1.2층	0507-1465-5536	성수동 숙성회 전문 이자카야신월입니다. 각종 해물류 안주	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTExMjJfMTYx%2FMDAxNjM3NTYwOTI1MjQy.rbzqKIewMvwXWL0AbsfORnm-O82D5hH_bRXBmx-h38sg.a_b7WA1kRpQS15xSgFHZRsspiYau__gXgPvIlUZb72Yg.JPEG.dydrla85%2FIMG_1116.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjNfNTEg%2FMDAxNjc0NDMzODIzNDM2.qs0BZHs51DKeI0mpz-IO44KoD3yjpUCiARdKJtGbQrQg.kWvB9RAE3JhpN0QKOS-9N1NX7QKDZTdUfyqEZZi1UEkg.JPEG%2FDE47EC76-7906-4D21-B360-1F837E13D045.jpeg	https://m.place.naver.com/restaurant/1747619172/home
202	229	신월	서울 성동구 연무장길 5-9 1.2층	0507-1465-5536	성수동 숙성회 전문 이자카야신월입니다. 각종 해물류 안주	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTExMjJfMTYx%2FMDAxNjM3NTYwOTI1MjQy.rbzqKIewMvwXWL0AbsfORnm-O82D5hH_bRXBmx-h38sg.a_b7WA1kRpQS15xSgFHZRsspiYau__gXgPvIlUZb72Yg.JPEG.dydrla85%2FIMG_1116.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjNfNTEg%2FMDAxNjc0NDMzODIzNDM2.qs0BZHs51DKeI0mpz-IO44KoD3yjpUCiARdKJtGbQrQg.kWvB9RAE3JhpN0QKOS-9N1NX7QKDZTdUfyqEZZi1UEkg.JPEG%2FDE47EC76-7906-4D21-B360-1F837E13D045.jpeg	https://m.place.naver.com/restaurant/1747619172/home
56	230	보끔당 성수점	서울 성동구 아차산로 103 영동테크노타워 1층 보끔당 성수점	0507-1412-1559	볶음요리가 맛있는 집 보끔당 입니다!_x000D_ _x000D_ 국내산 냉장닭으로 주문즉시 조리를 시작하여 더욱 부드럽고_x000D_ 육즙이 살아있는 맜있는 성수 닭볶음탕 맛집입니다!!_x000D_ 단체회식, 점심&저녁식사, 반주 모두 가능 합니다~!!!!_x000D_ _x000D_ 주차장 이용 방법>>_x000D_ 네비 '영동테크노타워' 검색 및 지하 주차장 이용_x000D_ (보끔당은 해당 빌딩 1층에 있습니다~!)_x000D_ 식사계산 시 주차하신 차량번호 말씀해주시면_x000D_ 1시간 무료지원 해드립니다~!_x000D_ _x000D_ 오픈 이벤트 행사_x000D_ 1.매장 방문 포장고객 2,000원 할인진행 ~별도 종료일까지_x000D_ 2.배달오픈 기념 3,000원 쿠폰 발행 ~별도 종료일까지_x000D_ 3.보끔당 성수점 관련 SNS 이벤트_x000D_ -네이버 방문자 리뷰_x000D_ -카카오 맵 업소 리뷰_x000D_ -개인 블로그 / 인스타그램 인증샷_x000D_ -그 외 개인 SNS 채널 게시글 참여_x000D_ -테이블당 1회 참여 가능_x000D_ (날치알볶음밥/ 참치마요밥/ 음료 중 택 1 제공)	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MjFfMTY4%2FMDAxNjYxMDgxNTg2MzI2.6Gr3iczBrS4HMGP-69wivMAfOtLgzfv33kiqRNui2JYg.POFd4ByDZo0Gsg7hjjYTnIiKlEvwW_x2xT-rWZNyu4gg.JPEG.k_0095%2F20220821%25A3%25DF122920.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDdfNyAg%2FMDAxNjc1NzcwNzAyNTc0.1jieciZjnygfWoFaaRPLsZEGCXdD2Mp1Boh1-j54obwg.mDrtgsS9OVajn-PD38OpbZ1nJcY8bym6nImd4VJHUIAg.JPEG%2FF83CD718-9CF3-4D23-8CDA-A0AB07BF17AD.jpeg	https://m.place.naver.com/restaurant/1445717867/home
245	231	퀴버 서울숲	서울 성동구 왕십리로5길 3 1층	02-464-9864	Quiver는 가벼운 떨림, 전율을 뜻하며 통유리와 높은 천장으로 개방감이 있습니다 감사합니다	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTExMTVfMTk2%2FMDAxNjM2OTU5NjcwNjE2.yCugEvix40kO8AzfUGQ6hTSu6G91KKCYHAqRnlX-Dogg.59ske9hnAY_u6obVQz5jQrLKpmCounqiOt-r6wmk3mUg.JPEG.yongeun92%2FIMG_9817.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDFfNTgg%2FMDAxNjc1MjU5MDgwODAz.RAj4KsRlwloyEKF0_6Pc2pLZekmVr1Zwc6lJ0LAvFNYg.ZfTzG9Mfhzv7HMZOJ3Rp261Q3eVJPyHTHEI5DZuN-tEg.JPEG%2F4682F8D8-0D2E-4FDA-B101-C88ACFD11F2D.jpeg	https://m.place.naver.com/restaurant/1602476955/home
212	232	보이어	서울 성동구 연무장길 14-2 1층	070-4866-5995	위의 웹사이트 링크 누르면 캐치테이블 온라인 예약으로 이동! 온라인 및 유선 예약 둘다 가능합니다. 5인이상 및 당일 예약은 매장으로 연락 부탁드립니다 Natural Wine & Contemporary Restaurant 내추럴 와인과 함께 Italian 음식을 즐길 수 있는 컨템포러리 레스토랑입니다. 점심에는 브런치 위주의 식사와 커피를, 저녁에는 간단한 애피타이저, 파스타, 스테이크 등을 제공합니다. 차분하고 미니멀한 인테리어 디자인의 공간에서 다양한 내추럴 와인과 맥주를 즐겨보세요. 대표 메뉴로는 은대구파스타, 양갈비 빠에야 등이 있습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA0MDJfMTQx%2FMDAxNTg1NzkyNzQxODEz.jkU0WAZby4NvjJ3bhkX-BOzTuocUuogZN52yT-oasYwg.Q2CLq-TqoxFSQU-fRK5PmO8vIymRGktfNtFmfcBwVO8g.JPEG.polli501%2FACDA2C00-9D3D-4F9F-8454-B1A176D21D23.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDVfNzgg%2FMDAxNjc1NjA4NDkzNDUz.Q9fEhavUeiN8WEJt_t8Pe7C8ZJLrUA_Rk4QrcIfhhjgg.3JhS9HRjsTqHLCL6NZtSXYCMcxOIc103HvuUbHuSBDIg.JPEG%2F5163F2F4-1E48-49A7-9DD0-5DE95AFBBD62.jpeg	https://m.place.naver.com/restaurant/1488397647/home
247	233	롸카두들 내쉬빌 핫치킨 성수점	서울 성동구 성수일로4길 25 상가 108호	02-465-2345	국내 첫 내쉬빌 핫 치킨 전문점!	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MTlfMTk0%2FMDAxNjYwOTAzNjk0MTIz.N1lnaq9oCuwTUFx2qUmgzQucXNJpc5vDXb4lPH-5u1kg.w-Lo2IDWundXxJtrDxCXA3Y9D_DawOXTE-r1Yh9dDcgg.JPEG.bylisian%2FDSC00233.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjhfMTE4%2FMDAxNjc0OTAzMTU1NDE1.1uFlHGeI5OAi7uJyjc522w_v0vrbCIEIF01GZgUHpIUg.hTg-pQEAlsbC-DI3x7SG8GbHaD50s3IExXyG1A1y-Hog.JPEG%2FDE5CCB5E-80D4-4799-BD00-173C1C7855B6.jpeg	https://m.place.naver.com/restaurant/1882528663/home
354	234	윕 성수	서울 성동구 광나루로4가길 5 1층	02-6951-1005	안녕하세요 성수 북쪽 끝에 위치한 윕성수입니다. 점심엔는 따듯한 햇빛 밑에서 브런치를 저녁에는 다이닝바로 음식과 와인을 함께 즐겨주세요:)	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA5MjdfMjU3%2FMDAxNjY0Mjg3NTk0MTky.LMSty5xPG3RfkZdMYpgsUdhMMBH2ggQV5T90Xi3DkN0g.WaVbCdSqKihc0Phqs-xl44gemiXo2uRb-qFPV03TK4Ag.JPEG.paradise3355%2FIMG_6576.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTNfMTUx%2FMDAxNjczNTk1MDQ3MzIx.g6euPKwabNdK4QxkkpAvaYfowIVxHdMUe0QvwwqrB_cg.Xgujprq8OwXyc_Ber-fKdBLlw4lBh9mE79_WGAgEHdAg.JPEG%2F0E25C0F1-57DD-4CC6-829C-58164680BDFB.jpeg	https://m.place.naver.com/restaurant/1104075584/home
140	235	호타루	서울 성동구 상원6길 6-1	02-497-2696	일식 수제돈까스, 돈부리 전문점. _x000D_ 깔끔하고 정갈한분위기로 연인, 가족끼리 식사하기 편한곳입니다^^_x000D_ 왕돈까스, 매운왕돈까스, 김치돈까스, 치즈돈까스, 치킨까스등 다양한 돈까스와 쇠고기덮밥, 돈까스새우덮밥, _x000D_ 새우튀김덮밥등 돈부리, 일식우동, 김치뚝배기우동, 메밀국수등 다양한 메뉴로 정성을 다해 모시겠습니다~	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTExMThfNzQg%2FMDAxNjM3MjQxOTAwMzk3.Xyc6vZrMljCaQfI6kiMBQ7OgVAwEuAm0vxOD9OG8vDog.h1Ji1CdNL2qqxVQPJTxoFRRxlCFwRpP6y6_qWbY7tHsg.JPEG.k_0095%2F20211117%25A3%25DF191644.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MjhfMjY2%2FMDAxNjU2MzkxMjcyMzc1.y478T1E_lqpBK5BSDdQ9Gbe8fBhX7ZwYt2K5phmnh3Qg.4qpOniL7J25f6wbzeH_zi2n_DPVBgERv3h7DxYojDXkg.JPEG%2Fupload_8f70a83691d981a49eefb56a9eeeee56.jpg	https://m.place.naver.com/restaurant/18786930/home
78	236	지우관	서울 성동구 뚝섬로9길 16 지우관(jiuguan)	0507-1338-6743	안녕하세요!!! 지우관(jiuguan)입니다. 저희 지우관은 중식을 베이스로 한 대만요리 & 홍콩식 딤섬요리를 즐겨보실 수 있는 공간입니다. 생소하실 수 있지만 한국인 입맛으로 맞춘 퓨전 중식당입니다. 지우관에서는 계절마다 여러분께 이벤트 메뉴들을 소개해 드리고있습니다. 저희 지우관메뉴뿐만 아니라 계절에 따른 제철 재료로 특별한 이벤트메뉴들이 추가될 예정입니다. 이벤트메뉴는 네이버 지우관 알림 or 인스타그램(@seongsu_jiuguan) 으로 소식을 전달하고 있으니 많은 관심부탁드립니다. 음식스타일에 맞춰 지우관만의 아늑한 느낌과 아기자기한 소품들로 꾸며놓았습니다. 오셔서 소소한 재미를 즐겨주시길 바랍니다. 저희지우관은 여러분들께 좋은 서비스와 맛을 드리고자 열심히 달리겠습니다. 많은 사랑과 관심부탁드립니다. 감사합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MTZfMjc5%2FMDAxNjYwNjI4NjM4MjQw.R9N1ytyJrvLITYS1dIVjJSxJtME8daEw7cpXw3T-BWcg.yi91L4yud55khS63Z3JIgiJTsKd12zA_4ZuaLjUoKKog.JPEG.sdju0429%2FIMG_4781.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDJfODkg%2FMDAxNjc1MzQyNzkxNDE0.i4a5lCLVtSAcxbIfYn68AQANygIyXJF5h7g5I9uAz3kg.Hj-Iy74mRXcR9K4My4XyEjR0RqaDjLxPv3X6f5SQmV8g.JPEG%2F20230202_171821.jpg	https://m.place.naver.com/restaurant/1229707739/home
338	237	브루잉 세레모니	서울 성동구 연무장5가길 22-1 1층	0507-1317-4771	우리는 커피를 볶습니다. 우리는 커피를 내립니다. 협의되지 않은 모든 상업적 촬영을 금합니다. 감사합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA1MDZfMjM3%2FMDAxNTg4NzMwMzMwMDI1.7oMtamkmJkJqkcgQuSzIEcZiZPcMyhECeWy_lBPgp3Ag.CwZU7UgjVGXSZrv41Z3AgnPLVOOvzNyRIvrkiwypiOYg.JPEG.wnh0406%2FIMG_0834.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMzFfMjU4%2FMDAxNjc1MTY1NDMyNTQz.G8iaFPN-9PFM2FaR5aftQOBGQ2Hkk7dmtZh93jszxpQg.ztPpWYWuOejKs6ZoCTqfUa5_b4RDj918Ygd2AdgrCyQg.JPEG%2F4ABF7941-D221-4869-8592-49117B4382FA.jpeg	https://m.place.naver.com/restaurant/1613470297/home
48	238	백정돈공장	서울 성동구 연무장길 38-2	0507-1349-8295	정보 없음	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAxMDlfMTMx%2FMDAxNjQxNzM4ODQ4NDQx.YXb0ddzcEi5O70l-3aGvbJUZgL_wsGBzT_iYDIpWh9kg.FtGX8ckDUgSzdAXO6TA6Tg43-grvy_Gt50y_b6H13UEg.JPEG.rbfl010203%2FKakaoTalk_20220109_225003114_03.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjhfMjg0%2FMDAxNjc0OTA2OTY0MzUy.wEM44I-gFwBN4JB14U5ErOukCkimbcyxrILgSwMcK-0g.ceWibZm7n8Hm2rdeAAeFOHkCBfOVosgVVYSz0WW_AnYg.JPEG%2F46F58596-4C9E-4FA2-B57E-B418EE8790D0.jpeg	https://m.place.naver.com/restaurant/36196046/home
35	239	금금 성수점	서울 성동구 성수이로12길 11 1층 101호	070-4159-4477	금금은 한식을 기반으로 한 다양한 퓨전 한식 요리를 제공합니다._x000D_ 된장, 고추장, 간장, 들기름, 들깨 등 한식 베이스의 다양한 식재료들이 어우러져 창의적인 금금만의 새로운 레시피로 태어납니다._x000D_ _x000D_ 금금만의 특별한 퓨전 한식 메뉴를 즐길 수 있도록 정성을 다해 조리 해 제공해드리겠습니다	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MDlfMTAg%2FMDAxNjU0NzQzOTUzNTg1.y1vTQzJvo_ilI5z4VXulTcK7ZtNUwdpWdNvyRTSUG-gg.kgiRL8nAyGhVsntQ9I5f69-ss6RH-lZ_hbecBGw1wskg.JPEG.97443298%2FKakaoTalk_20220609_113254623_12.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMzFfMjA2%2FMDAxNjc1MTM0NzIyMDQ1.hGNoscNq-upOhKTya_42hYTzGeLxGMoHTYhag9l8TYEg.BtyHbqarMfc2IYhWV1hu4bGGguuwG65QeBaAoUj6PvQg.JPEG%2F641B0972-BEC2-4702-997B-0C79F1DD1C68.jpeg	https://m.place.naver.com/restaurant/1818902068/home
135	240	미쁘동 서울숲	서울 성동구 서울숲2길 11-12 2층	0507-1471-1881	미쁘동은 단맛과 찰기가 우수한 고시히카리 품종으로 밥을 짓고 매일 아침 성게알을 비롯한 신선한 해산물을 받아 손질합니다. 또한 양질의 가다랑어포 등을 넣어 끓인 전통 방식 간장을 곁들여 식탁 위 그릇에 건강함을 담았습니다._x000D_ _x000D_ 대표메뉴 미쁘동은 여러가지 신선한 해산물(참치 딱새우 연어등)을 식감에 맞게 손질하여 어울림을 강조한 음식입니다._x000D_ _x000D_ 항상 신선한 재료로 믿음직한 한그릇을만드는 미쁘동이 되겠습니다._x000D_ _x000D_ *애견 동반 가능합니다! :)	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzAxMjVfMjU5%2FMDAxNjc0NjM0NjY4MTI5.4oFtF8coerGSGPKkGqC6gFxPiud2Qygf0Aw24dadJD4g.giVBPbF9kcZOwNjv0ZS9m3XB8cQl9rFw8SN0aXG69Qkg.JPEG.heheyaaa%2FIMG_8813.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDJfMjc3%2FMDAxNjc1MzMzNzE5NjE0.8H2AazBVPmQ0sm6iBgQcRS1EIz_j-H1dY6h_G4o60LIg.qCP1bxiRkM4-Exi3XsqeO0Eiv4A9I7NB3TYyeVRaxIsg.JPEG%2F20230202_121339.jpg	https://m.place.naver.com/restaurant/1115969228/home
60	241	계월 곰탕	서울 성동구 성덕정3길 8	0507-1362-0327	계월의 이름은 닭 계(鷄) 달 월(月) 을 사용합니다._x000D_ _x000D_ 달 빛이 비치는 맑고 잔잔한 호수의 느낌과 _x000D_ 밝고 투명한 달 빛의 느낌을 닭곰탕의 한 그릇에 담아보았습니다._x000D_ _x000D_ 계월의 모든 메뉴는 슴슴하고 깔끔한 맛을 지향합니다._x000D_ 강렬한 첫인상은 아니지만_x000D_ 부담스럽지 않고 오래 먹을 수 있는 음식이 되었으면 합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MDZfMzgg%2FMDAxNjQ5MjE5MjUxMDg3.NLA-zxWv45z4hXr62XDkqUSgX_CwXWiE1CKC8RVabQIg.5EDQxbVpTIb4q1v7GL9Eb_O3OkYBwXDOsVDTknMZ7XEg.JPEG.madmax-%2FIMG_9575.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDhfMjgz%2FMDAxNjc1ODM1MDc1MzY0.U1N4OZiec3FnqUUmFFPPyZrcAwJ56_Cyy0-BAEEIOOwg.5FFtvxBvDcsot08mOEBC1u4rWHTJK1DrR1EeVeS1J-Eg.JPEG%2F0D83E0EA-4393-4B6E-9638-A05CCBA6B8F8.jpeg	https://m.place.naver.com/restaurant/1317631172/home
174	242	이로우	서울 성동구 연무장길 12 1층	0507-1325-7448	편한 분위기의 이자카야입니다. 이로우만의 맛있는 안주와 술로 하루를 위로합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMjdfMTg4%2FMDAxNjExNzU1NjIwMjI4.weTSQZVheCWQugKDTV32t3GiazMipJl3wym-PdvvdJwg.rIu2FsQiXKXRW34iMmXBroGdPAEHVzPbi5hpnz1v7swg.JPEG.suin17%2Foutput_1056238874.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTBfMTYw%2FMDAxNjczMzE1NzcyMDI3.NczxUebwOQfHYW_icnff05DuVN8cnzkRnBT8ssaXg70g.8GEClE4QhZPmAyNl9v4CEEq5m-C2Z7mde2f9zUaKUYEg.JPEG%2FF307B847-68BE-46C2-A88E-BCA015D0A583.jpeg	https://m.place.naver.com/restaurant/1469921031/home
424	243	이로우	서울 성동구 연무장길 12 1층	0507-1325-7448	편한 분위기의 이자카야입니다. 이로우만의 맛있는 안주와 술로 하루를 위로합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMjdfMTg4%2FMDAxNjExNzU1NjIwMjI4.weTSQZVheCWQugKDTV32t3GiazMipJl3wym-PdvvdJwg.rIu2FsQiXKXRW34iMmXBroGdPAEHVzPbi5hpnz1v7swg.JPEG.suin17%2Foutput_1056238874.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTBfMTYw%2FMDAxNjczMzE1NzcyMDI3.NczxUebwOQfHYW_icnff05DuVN8cnzkRnBT8ssaXg70g.8GEClE4QhZPmAyNl9v4CEEq5m-C2Z7mde2f9zUaKUYEg.JPEG%2FF307B847-68BE-46C2-A88E-BCA015D0A583.jpeg	https://m.place.naver.com/restaurant/1469921031/home
268	244	페이퍼 플레이트	서울 성동구 성수이로14길 15 1층	0507-1481-0326	정보 없음	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjExMThfNjAg%2FMDAxNjY4Nzc4MjM3MTA4.-N_aK0STT0QopOeUh1kxE7vElgtyRiyr0YEcD0LKf08g.o2fWGjtdaKveQA5LvKkS4j4fs14LJudNvaU6rdYjGGMg.JPEG.1004whale%2FIMG_0733.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDRfMTU5%2FMDAxNjc1NTAxMjU1MDMz.drW5JykQYct4zSgH7LNnTc9zdermRdbt1fxHKSStgUwg.44QJMWQY_AUIHFvOmCjLHcddCvQUAyYSeaZDeEzb-aMg.JPEG%2FCCF4FB26-E989-44F5-89EB-D58EFDA16A85.jpeg	https://m.place.naver.com/restaurant/1683846629/home
33	245	뚝 다이닝	서울 성동구 아차산로 46 1층	0507-1402-0069	'고스란히 정성을 다하여_x000D_ 온전하게 한 그릇에 담다'_x000D_ _x000D_ 사계절 보양식,_x000D_ 뜨끈한 돼지국밥이 맛있는_x000D_ 뚝 다이닝입니다._x000D_ _x000D_ 뚝 다이닝은_x000D_ 신선한 식재료와 사랑으로_x000D_ 퓨전한식을 만듭니다._x000D_ _x000D_ 모던하고 멋스러운 공간에서_x000D_ 사랑하는 사람들과_x000D_ 기억에 남을 식사를 즐기세요!	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzAxMDNfMTM5%2FMDAxNjcyNzM3OTY3NDI5.x8Du9NpsDJpyrJZHyhV2H7qtDAL_WMk_ww5QQoI7h8Yg.vJqTHTdZFqvz8c_P0dWUmhNC3D4eud9SeRidHyO-TA4g.JPEG.seoulattic%2F20230103%25A3%25DF170927.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDVfMTU2%2FMDAxNjc1NjAyMTE2NTgx.IVw68Byq5QLQL0YZsDg64SF9GSjzli7Jup7Gb3s9XC4g.xtus39Ne4tk-ATdXhVVDhvUcP_2f1LYc76oZ-cuIH1og.JPEG%2F6A38EAEF-E6F3-428C-8259-8F7657EFCEA4.jpeg	https://m.place.naver.com/restaurant/1895449249/home
34	246	직화삼곱	서울 성동구 아차산로 97 1층	0507-1385-0274	최고의 고기는 저희가 굽습니다. 맛있게 드시기만 하세요!	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMjFfOTAg%2FMDAxNjQ3ODE5OTAzOTgw.OYSdbrnNKBmlQ_svdqx467CcOSxwc6bxNERKMKfNsAEg.M7fF2LmgB5YFLFuTeTpNYC5BAe2CNf5wKkf1YrxifS4g.JPEG.hyelim_26%2F1647819739071.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTlfMjI5%2FMDAxNjc0MDg5OTg4MDQw.RCDTDNtPU_XxgmvjDOX87f0bonVWg6qvAGDNDGj5W20g.GVkXCw3UZZN9F0BX6EG0tcR8sB0TsbOyHN3kIXw4xBog.JPEG%2F409E86E3-F5D8-4F33-B4EC-A10F3FDD960A.jpeg	https://m.place.naver.com/restaurant/1807128037/home
